"id","profileName","text","date","title","rating","images","helpful","Size","Color"
"RZH6TVE7JRZ1K","Jacqueline Dougherty","As always, Carhartt exceeds standard quality practices. I have a rather large head (63cm) and this beanie fits me well. Also great for minimizing heat loss from your noggin'.","Reviewed in the United States on December 7, 2022","5 star quality",5,"",1,"One Size","Dark Brown/Sandstone"
"RNR489KGS6U4R","Momof2","Price has jumped up over the last year but what hasn’t popped up in price?!Great toque, that’s why I got multiples!","Reviewed in the United States on December 8, 2022","Warm and cozy!!",5,"",0,"One Size","Night Blue/Alpine Blue Marl"
"RTJVGLAP8LKDK","Richard Wright","I wore this on the in-laws’ back forty to avoid being mistaken for a deer. Since I didn’t end up strapped to the hood of an old pickup- I’d say the hat worked. It’s also warm.","Reviewed in the United States on December 4, 2022","I survived!",5,"",1,"One Size","Bright Orange"
"RNM7MTZZUBZ0V","Gabriel M. Ramos","I purchased this beanie as a gift, I purchased one a few years back and I still use it and keeps my head warm still soft and manageable.","Reviewed in the United States on December 7, 2022","Purchased for gifting",5,"",1,"One Size","Black"
"R1GHXZ4260VEDO","TJohnson","It is a Carhartt product, so the product matches my expectations. The stitching is tight and the hat has a nice weight to it, which will help keep my head warm the wind from blowing through the hat. Haven’t had a chance to use it yet, but I’m expecting it’ll be warm like most Carhartt products.  The gray color is exactly as it’s pictured.","Reviewed in the United States on November 18, 2022","Love the hat",5,"","2","One Size","Black/White"
"R3K5H7TMZZZXE0","Sheepla","It is a very stiff prominent label on an otherwise great hat.  I thought it was going to be hard to remove but only took me about a minute, then the hat was perfect.","Reviewed in the United States on December 1, 2022","Great hat once label removed",5,"","2","One Size","Marine Blue"
"R3I5I6E0YBP1FH","Tyler K.","Thought that this hat might just have a big name but its actually a very nice and warm hat","Reviewed in the United States on December 11, 2022","Very nice hat",5,"",1,"One Size","Bright Orange"
"ROAAMGH2SW077","DrChelsita","Bought it for my step son for his birthday and he can't stop raving about how comfortable it is","Reviewed in the United States on December 10, 2022","Super comfortable",5,"",0,"One Size","Black"
"R2QV705281UJOX","Amazon Customer","My grandson ask for a Carhartt Tobagon for Christmas. His school colors is yellow and green. This should be perfect.","Reviewed in the United States on December 8, 2022","Color / had to be Carhart",5,"",0,"One Size","Sundance"
"R15F7XLT2QWTF","Nya ","It’s very comfy and I can sleep in it all day long. Very soft and isn’t itchy.","Reviewed in the United States on December 9, 2022","I LOVE IT",5,"",0,"One Size","Black"
"R3MB7LIQ6EV9K0","Sean Honsinger","For me, I order one every year. They also make great gift presents because they’re just so iconic. Everybody can wear them. Good value for a well made product.","Reviewed in the United States on December 1, 2022","Iconic",5,"","3","One Size","Black"
"R9HW1BW31EN3T","Halyna","OMG this hat is comfortable and soft. It’s so warm and cozy. It fits and looks amazing on my head. Buy this hat now!","Reviewed in the United States on December 5, 2022","The best hat ever",5,"",0,"One Size","Navy"
"R6W98K37SEQ7J","Kathleen","Fits great and matched my coat. Just wish it had a fuzzy ball on top.","Reviewed in the United States on December 8, 2022","Love this hat!",5,"https://m.media-amazon.com/images/I/71DgeursupL.jpg
https://m.media-amazon.com/images/I/818ui6OnVFL.jpg","2","One Size","Deep Winter White"
"RTCYDS2P8W6P2","Mark R","Fits tight and is warm. When it gets to about the mid 20s° wearing a hoodie over this beanie is perfect warmth for me. Otherwise 30° and this beanie does the job. Lots and lots of color choices. Can’t go wrong with this brand","Reviewed in the United States on November 22, 2022","Excellent product",5,"",1,"One Size","Black/White"
"R3869CBZTK950E","Aliyah Dumas","Good quality beanie. Got it for my son. Keeps him nice and warm","Reviewed in the United States on December 10, 2022","Good",5,"",0,"One Size","Black"
"R1ALEMLESPV256","XTR3M368","fits nice and keeps head warm. looks good with other Carhartt items worn","Reviewed in the United States on December 8, 2022","It's Carhartt, it just works",5,"",0,"One Size","Brown"
"RS662Q0GTAJQ0","Alma B","It’s well built, warm and comfortable. Looks durable as well, time will tell!","Reviewed in the United States on December 9, 2022","It’s now my husband’s favorite hat",5,"",0,"One Size","Black"
"R29215DYSDO3MG","Amazon Customer","This is my first Carhartt beanie. My ex had one that I would wear and i loved the way it felt, the way it looked, i wanted my own so badly. I decided to bite the bullet and I got this specific color because it was cheaper than the others. When it arrived I questioned if I made the right choice. But now that I’ve worn it for a few days, it’s definitely grown on me and my coworkers have complimented it. Will probably order more in the future.","Reviewed in the United States on November 3, 2022","Was uncertain about color; but I love it now",5,"","5","One Size","North Woods"
"R3K55630VYEGPX","Andre G Cahill","The Beannie I ordered fits perfect. It keeps me warm in coldest weather. I am thinking about ordering another one.","Reviewed in the United States on December 2, 2022","A Good Fit.",5,"",1,"One Size","Black"
"RFG2E1UIEJSZT","Wesley Akers","As expected with Carhartt, this beanie is warm and comfortable. It fits snuggly on my head and it is perfect for cold Colorado weather.","Reviewed in the United States on November 29, 2022","Warm, snug beanie",5,"",0,"One Size","Heather Grey"
"R2I75FDFW57H80","Elena","Warm hat for husband to use now in winter for outside work during high winds and snow","Reviewed in the United States on December 1, 2022","Amazing",5,"",0,"One Size","Black/White"
"R7YQ9ZHKXE1V4","Scott L Kinter","High quality knit hat.  Best that I have ever owned.","Reviewed in the United States on December 9, 2022","great hat",5,"",0,"One Size","Black"
"R1G09M36NWJSHV","BNP","It's a well-made product, just what you'd expect from Carhartt.","Reviewed in the United States on December 8, 2022","Good Quality - Fast Delivery",5,"",0,"One Size","Black"
"R3FUR6UAPP77VH","Pie 🥧","I’ve got a big head and usually beanies look like baby hats on me lol. This is the highest quality beanie I’ve ever felt and worn and I absolutely LOVE it! I got this to wear at work and my favorite part is this beanie STAYS IN PLACE!! I don’t have to pull it down as it slips up my head, they really designed this one well! It’s super soft and very stretchy. Absolutely worth the $20 cost","Reviewed in the United States on November 16, 2022","Fits my giant head!",5,"https://m.media-amazon.com/images/I/71rHzFLVvEL.jpg","22","One Size","Black"
"R2OB0GJXOJZW4X","Heather Godwin","Great product, glad to finally get the white one!  Shipping was super fast & product was great.  I don't really have anything negative to say, however, I wish it would have been in different packaging.  It is a christmas give & it was delivered in a clear mailer & my son got to it before I got home from work so he saw what it is but this would not discourage me from buying again.","Reviewed in the United States on November 3, 2022","White Carhart beanie",5,"","2","One Size","Deep Winter White"
"R2OT3B4IBO1OK4","Sharon Bouchard","Warm, comfy, fits just right.  Bought for my husband and he just loves it..","Reviewed in the United States on December 3, 2022","Love it",5,"",0,"One Size","Heather Grey"
"RH1ITHNK255NX","Clay","I have a couple of these already so I knew what I was getting. These are great beanies. No concerns or issues to report.","Reviewed in the United States on November 27, 2022","Great as always.",5,"",0,"One Size","Brown"
"R2NK46CGFR6UV7","Amazon Customer","Great all around. Warm, comfortable and not too big.","Reviewed in the United States on December 11, 2022","Great Beanie.",5,"",0,"One Size","Black"
"R108GGL2L9JPC4","JakeEsquivel","This product saved my life. I had to work in the cold and it kept my head warm! Who knew such a product existed. 10/10 would recommend. It came fully assembled with no missing parts. Thank you Carhartt for saving me from frostbite","Reviewed in the United States on November 17, 2022","Beanie",5,"","2","One Size","Black"
"R3D2R0SX2I6VKR","Alisha Spencer","My husband absolutely adores this hat and thinks it’s so comfy","Reviewed in the United States on December 7, 2022","Husband loves this and generally doesn’t love hats",5,"",0,"One Size","Black"
"R1HHJNUECXK49N","Jessica John ","It looks nice, fits nice and is warm.","Reviewed in the United States on December 7, 2022","Great hat!",5,"",0,"One Size","Navy"
"RTRDTINADP33M","Riley Newman","I have to ride my bicycle in the cold weather and I haven’t had cold ears since.","Reviewed in the United States on December 1, 2022","Worth the momey",5,"",0,"One Size","Navy"
"RY706SN2QG1HU","CraigM","I like the feel and the warmth","Reviewed in the United States on December 8, 2022","Very nice an very warm",5,"",0,"One Size","Brown"
"R2GJ5N5DCBL5DP","Riley Chase","Comfy, fit a tad big, not a big deal. Love it otherwise","Reviewed in the United States on December 2, 2022","Pretty good",5,"",0,"One Size","Coal Heather"
"R2BW02CA4E9E58","Miriam Reyes","I like the hat…got it in black which matches with pretty much everything.","Reviewed in the United States on December 1, 2022","Nice looking!",5,"",1,"One Size","Black"
"R9U78KIOJJE8M","LynnW","I'm hoping this stretches a little more.  It started to give me a headache as it's a bit tight.  Seems quite warm though.","Reviewed in the United States on December 7, 2022","A bit snug but warm",4,"",0,"One Size","Heather Grey"
"R1275S0NI34MWT","Trace Detmar","It’s exactly what I wanted!","Reviewed in the United States on December 10, 2022","It’s exactly what I wanted!!",5,"",0,"One Size","Heather Grey"
"RDJRHNFYY2MW8","Catalina Q","is comfortable and good quality!","Reviewed in the United States on December 12, 2022","I love it",5,"",0,"One Size","Black"
"R2P8GC7HPGSNF2","Laura Shear","Was on xmas gift list","Reviewed in the United States on December 4, 2022","Product speaks for itself",5,"",0,"One Size","Deep Winter White"
"R3V76RIKVDCT0B","Kacie","Love how it fits, looks and how warm it is","Reviewed in the United States on December 3, 2022","Warm and comfy",5,"",0,"One Size","Black"
"R5EFXTXZ3NYEN","Meghan Crowe","Love it!! Exactly what I wanted","Reviewed in the United States on December 9, 2022","Love it!",5,"",0,"One Size","Black/White"
"R293I56L7CHZEI","Phil","Fits great. Keeps in the warm. Thick stitched great","Reviewed in the United States on December 2, 2022","Perfect",5,"",0,"One Size","Black"
"RUP7257JOH7DN","Angelina","My husband loves it!","Reviewed in the United States on December 11, 2022","Would buy again",5,"",0,"One Size","Black"
"R3UTWZR0X20Z8U","Jud","My grandson loves it!","Reviewed in the United States on December 10, 2022","Bought for grandson for hunting",5,"",0,"One Size","Bright Orange"
"R21H6YLRG1QOTE","keonta","My daughter loves it","Reviewed in the United States on December 6, 2022","Love it",5,"",0,"One Size","Black"
"R103PK2YFZU9KV","DMW","Looks and feels great.","Reviewed in the United States on December 4, 2022","Fits well and looks great.",5,"",0,"One Size","Dark Brown/Sandstone"
"R3QLZNYESSYA7Z","Victoria  klapchar","I love it","Reviewed in the United States on December 9, 2022","The hat is an asome fit",5,"",0,"One Size","Black"
"R31SITCUIJ7EVP","Danielle Carter","My son loves it. Great for the price","Reviewed in the United States on December 1, 2022","Great for the price",5,"",0,"One Size","Black"
"R3QSNL8SKUV7TK","Caroline","Purchased as a gift in black and recipient gives it a thumbs up for warmth and comfort as well as fashionable.","Reviewed in the United States on November 24, 2022","Great hat for warmth",5,"",0,"One Size","Black"
"R3UJY1ACXEMZEN","Pamela Deakins","Christmas gift","Reviewed in the United States on December 9, 2022","Very nice- Christmas gift for son in  law",5,"",0,"One Size","Brown"
"R2U3XKLB7IT1KF","Danielle martin","Perfect fit","Reviewed in the United States on December 4, 2022","Great fit",5,"",0,"One Size","Brown"
"RQPRM6NRI2SG7","tucker","Like 👍","Reviewed in the United States on December 10, 2022","Quality",5,"",0,"One Size","Coal Heather"
"R15597E5GHXP2I","Brenda COLLENE Botts","GREAT ITEM.","Reviewed in the United States on December 4, 2022","GREAT !!!",5,"",0,"One Size","Black"
"R182DMGYZRLIS","Patience ","it's a Carhartt beanie, good quality and a great gift","Reviewed in the United States on November 29, 2022","Great quality beanie!",5,"",0,"One Size","Black"
"R3JY3SMAGALL1G","Joyce Young","Warm beanie","Reviewed in the United States on December 7, 2022","The brand name",5,"",0,"One Size","Heather Grey"
"R2IUJISS6WOTVM","ibb","Great quality hat and comfortable to wear. Does it’s job and looks good! Definitely recommend and would purchase in other colours.","Reviewed in the United States on November 22, 2022","Great winter hat",5,"",0,"One Size","Black"
"R1ATNJGF1W3O0J","Dave","👍","Reviewed in the United States on December 6, 2022","Great",5,"",0,"One Size","Black"
"RGMFEH6NO03F3","Denise Besser","Gift","Reviewed in the United States on December 11, 2022","Very nice",5,"",0,"One Size","Black"
"R2NT81VK6S4XQ3","LN","I LOVE Carhartt's beanies. I have a blue, brown, and now black one. They are the coziest winter accessory. I would totally recommend them for any activity (work, exercise, outdoor sports..)","Reviewed in the United States on November 14, 2022","Favorite hat ever - have it in three colors!",5,"",0,"One Size","Black"
"R28SFVJOVMJOB","John C. Jamros","I have a gray hat just like this one. I like it a lot. My wife started using it. My head got cold. So I bought another gray hat. Well it turns out there was something in our marriage vows that said we're not allowed to wear matching hats all winter long. I'm not giving up my gray hat, so my wife bought this one. It fits just as well as the original gray one; it keeps her head warm; and ended our big fight about wearing matching hats. As an added bonus, I still have two gray hats in case I lose one.","Reviewed in the United States on November 3, 2022","This Ended Our Hat War",5,"","25","One Size","Brown"
"R257WCYN47ODKE","Amazon Customer","Perfect for combat and outdoor activities!","Reviewed in the United States on December 4, 2022","Really warm",5,"",0,"One Size","Brown"
"R225HHBP3X7DMS","K'le W.","i've never owned a beanie before especially by Carhartt but i love the way this keeps my ears warm on cold days","Reviewed in the United States on November 17, 2022","honestly love it",5,"",0,"One Size","Black"
"R2V287PJRM321P","Sadie","simple and light but yet warm. only kind i will use","Reviewed in the United States on November 24, 2022","warm and cozy",5,"",0,"One Size","Black"
"R3T75YAC86BFBV","Mary Pat Kramer","Loved this beanie everything about it","Reviewed in the United States on November 30, 2022","Beanie of Carhart",5,"",0,"One Size","Dark Brown/Sandstone"
"RADHA3G1JO3I7","Jeanette Dove","Cozy hat for 40 year old","Reviewed in the United States on November 30, 2022","Nice winter cap",5,"",0,"One Size","Coal Heather"
"RTM4PTLQ82CAM","Linda Angle","Just as expected. Fast shipping","Reviewed in the United States on December 2, 2022","As expected",5,"",0,"One Size","Bright Orange"
"R1KLM01N5VL3D3","Katherine Mileusnich","I was hesitant to buy because of the reviews saying they got fake carhartt products but I'm glad I did.  Definitely got the real thing.  Makes a great inexpensive gift.","Reviewed in the United States on November 14, 2022","Love",5,"",0,"One Size","Heather Grey"
"R2XHGY4D5209HV","Tiffany","I work outside this is very warm, and comfy","Reviewed in the United States on November 24, 2022","Very thick and warm",5,"",0,"One Size","Black"
"R3P278N5NLJJ68","Katie ","The boys wore matching hats for family photos. They loved how comfortable and soft they are. My husband is bald and definitely enjoys the warmth. Highly recommend!","Reviewed in the United States on November 16, 2022","Comfortable stylish beanie!",5,"https://m.media-amazon.com/images/I/71FD3XVxilL.jpg",1,"One Size","Dark Brown/Sandstone"
"R13WXLOJ7NWN3V","Saber6G","Quality and delivery time","Reviewed in the United States on December 1, 2022","It's a Carhart",5,"",0,"One Size","Dark Brown/Sandstone"
"R3TA8QLKDHB6H6","Emma","Great quality, exactly how you would expect a Carhart hat.","Reviewed in the United States on November 22, 2022","Just as you would expect",5,"",0,"One Size","Black"
"RY0REJJLKW8K5","Elizabeth","Bought as part of a banana costume, now I wear it all the time!","Reviewed in the United States on November 22, 2022","Comfy cozy",5,"https://m.media-amazon.com/images/I/81SwIB-hNmL.jpg",1,"One Size","Pale Sun"
"R1N2J99YM51XGB","Anonymous chick","Super warm, super cute. I have several colors.","Reviewed in the United States on November 27, 2022","Great hat",5,"",0,"One Size","Coal Heather"
"R3CCS8AMANLDTZ","Brandi Bishop","Nice and warm","Reviewed in the United States on November 29, 2022","Warm",5,"",0,"One Size","Black/White"
"RROLZC4NWR24G","kp0808","This hat is a valid Carhartt hat. Exactly what you would expect to get from a company like Carhartt. Good quality, I love mine.","Reviewed in the United States on November 12, 2022","Favorite had",5,"",0,"One Size","Black/White"
"R1CNZSROZ8BVQO","Amelia Alejos","This beanie is awesome! My husband wears it for work and loves it. It fits perfect and keeps him warm.","Reviewed in the United States on November 18, 2022","Very warm",5,"",0,"One Size","Brown"
"R8YPA95CAACLZ","april littell","Great product!!","Reviewed in the United States on December 3, 2022","Very nice and warm",5,"",0,"One Size","Black"
"R1NJZ65V8SEGJH","Doug Gates","Carhartt stuff is always good.","Reviewed in the United States on November 23, 2022","Good",5,"",0,"One Size","Brown"
"R2LDP4YJPC0EZ6","Amanda Vidovich","Bought this for my fiancé. He absolutely loves it. Very well insulated.","Reviewed in the United States on November 20, 2022","Everything you expect from Carhartt.",5,"",0,"One Size","Coal Heather"
"R2TODN163CCBVV","Tara Harris","Was a great gift","Reviewed in the United States on November 25, 2022","It was the product purchased",5,"",0,"One Size","Black"
"R27LRRXBMXMTZ4","A. Allen","Need this hat for an event, and it was a good fit and color","Reviewed in the United States on November 24, 2022","All white",5,"",1,"One Size","Deep Winter White"
"R2C22VQ6LMUO8X","Keith","I have a big head… 7 3/4. This Beanie is average. On my oversized melon it’s stretching and tight. So … good hat, just not good for big head ppl.","Reviewed in the United States on November 18, 2022","One size fits most",4,"","2","One Size","Black"
"RKXZO7PFV6YE1","Stephanie Schaver","Trendy and looks good on anyone so can’t go wrong. Fits women and teenagers too.","Reviewed in the United States on November 29, 2022","Can’t go wrong",4,"",0,"One Size","Black/White"
"R1EBSI2MWVFJZ3","Mario Cardenas",,"Reviewed in the United States on December 2, 2022","Fits comfortably and is warm",5,"https://m.media-amazon.com/images/I/51OyN1zGosL.jpg
https://m.media-amazon.com/images/I/71gn8JGDy6L.jpg",1,"One Size","Brown"
"R3AEBV0T1FK18Z","Katherine Miranda ","Amazing","Reviewed in the United States on November 26, 2022","Love",5,"",0,"One Size","Brown"
"R38TI2DL2Z9KUU","Emily Dieter","I thought this was a very comfortable beanie and was very warm. The only issue I had was that I ordered it in blackberry, but it looks more brownish purple than dark purple","Reviewed in the United States on November 7, 2022","Very comfy",5,"",0,"One Size","Blackberry"
"RLPERUVSAZ7OZ","Dawn Tenneson","Last a long time if it's not misplaced!","Reviewed in the United States on November 16, 2022","Quality Hat",5,"",0,"One Size","Black"
"R140JC6SLC1UUW","M. Hock","The hat is very soft and warm. Perfect for a run or walk.","Reviewed in the United States on November 13, 2022","Great hat",5,"",0,"One Size","Black/White"
"R3DN85QGKE7BPR","catherine","This hat is super comfy + cozy, and fit great! I saw the other reviews mentioning some differences in the hat length over the years and was a little worried- but the extra bit at the top is perfect. I have the lip pulled up slightly more than normal- but it’s perfect, no complaints!","Reviewed in the United States on October 28, 2022","Awesome hat, great fit",5,"https://m.media-amazon.com/images/I/712BHeNpikL.jpg","9","One Size","Black/White"
"R7F44IFJ0U3Q2","Rebecca","The fit is great (I have a bit of a big dome lol) and its sooo soft and cozy. Worth every penny.","Reviewed in the United States on November 11, 2022","in LOVE",5,"",0,"One Size","Black/White"
"R13G0K7IEETMD0","Melissa Miennert","Very comfortable good value nice and warm","Reviewed in the United States on November 17, 2022","Fast delivery",5,"",0,"One Size","Black"
"RT2WB0L5EMODA","Carolyn W.","Color looks great on him, said a little tight when folded over.","Reviewed in the United States on November 13, 2022","Gift for my son",5,"",0,"One Size","Night Blue/Alpine Blue Marl"
"R3D7ZAN2EVZ3HM","O D","I took this beanie camping in cold weather and it was great. It's pretty long so it covered my ears and the back of my neck. I unfortunately did not see the handwash only instructions and threw it in the washer and dryer when I returned home. It's definitely there for a reason I got a shrunken down misshapen beanie. So heed the handwash instructions. Im super bummed about it but it was my bad the beanie did its job. Ill probably buy another one.","Reviewed in the United States on October 11, 2022","Super soft and comfy but handwash only!",5,"","4","One Size","Black"
"RLOA3O4BLY2IT","Cameron","I love it.  Very comfortable and warm.","Reviewed in the United States on November 17, 2022","Great beannie",5,"",0,"One Size","Dark Brown/Sandstone"
"RVMA7JFPJ6OLX","Carol Fillmore","Very thin for expected Carhartt quality and price.","Reviewed in the United States on December 2, 2022","Carhartt Beanie",4,"",0,"One Size","Black"
